    INT     ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,       INT        ,       INT        ,         FLOAT          ,         FLOAT          ,      INT       ,   BOOL   ,   BOOL   , BOOL , BOOL ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,       INT        ,       INT        ,         FLOAT          ,         FLOAT          ,   BOOL   ,   BOOL   ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,INT
     -      ,          Myr           ,          Myr           ,          Msol          ,          Msol          ,          Rsol          ,          Rsol          ,        -         ,        -         ,          Rsol          ,           -            ,     Count      ,  State   ,  State   ,Event ,State ,           -            ,           -            ,          Msol          ,          Msol          ,          Rsol          ,          Rsol          ,        -         ,        -         ,          Rsol          ,           -            ,  Event   ,  Event   ,           -            ,           -            ,           -            ,        Msol/Myr        ,           -            ,           -            ,           -            ,           -            ,           -            ,           -            ,           -            ,           -            ,-
    SEED    ,        Time>MT         ,        Time<MT         ,       Mass(1)>MT       ,       Mass(2)>MT       ,      Radius(1)>MT      ,      Radius(2)>MT      ,Stellar_Type(1)>MT,Stellar_Type(2)>MT,    SemiMajorAxis>MT    ,    Eccentricity>MT     ,MT_Event_Counter,RLOF(1)>MT,RLOF(2)>MT,Merger,CEE>MT,   Radius(1)|RL>step    ,   Radius(2)|RL>step    ,       Mass(1)<MT       ,       Mass(2)<MT       ,      Radius(1)<MT      ,      Radius(2)<MT      ,Stellar_Type(1)<MT,Stellar_Type(2)<MT,    SemiMajorAxis<MT    ,    Eccentricity<MT     ,RLOF(1)<MT,RLOF(2)<MT,   Radius(1)|RL<step    ,   Radius(2)|RL<step    ,          Beta          , MassTransferRateDonor  ,    Zeta_Soberman(1)    ,  Zeta_Soberman_He(1)   ,     Zeta_Hurley(1)     ,   Zeta_Hurley_He(1)    ,    Zeta_Soberman(2)    ,  Zeta_Soberman_He(2)   ,     Zeta_Hurley(2)     ,   Zeta_Hurley_He(2)    ,Record_Type
  1726099902,    1398.479524346978224,    1271.203136855324146,       0.899309697137962,       0.800690302862038,       0.838762732466807,       0.741097725952950,                 1,                 0,       2.135768901743679,       0.000000000000000,               6,1,0,0,0,       1.009525763366956,       0.940592308821159,       0.901477750176461,       0.798522249823539,       0.840499084463845,       0.739457947006102,                 1,                 0,       2.137065736015638,       0.000000000000000,1,0,       1.009842134358425,       0.939059352349520,       1.000000000000000,       0.000017034212561,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    1526.947023587239300,    1398.479524346978224,       0.897145998333318,       0.802854001666682,       0.838797171686222,       0.743688783005529,                 1,                 0,       2.134531398595973,       0.000000000000000,               7,1,0,0,0,       1.011310763417127,       0.943307377127178,       0.899309697137962,       0.800690302862038,       0.840514654959079,       0.742057152691018,                 1,                 0,       2.135768901743679,       0.000000000000000,1,0,       1.011634358352059,       0.941810001682844,       1.000000000000000,       0.000016842382840,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    1656.618320461938310,    1526.947023587239300,       0.894985948393578,       0.805014051606422,       0.838831844543209,       0.746309396066277,                 1,                 0,       2.133352362989720,       0.000000000000000,               8,1,0,0,0,       1.013070447716916,       0.946033726901422,       0.897145998333318,       0.802854001666682,       0.840530971132719,       0.744685285561424,                 1,                 0,       2.134531398595973,       0.000000000000000,1,0,       1.013401149628521,       0.944571357751578,       1.000000000000000,       0.000016657887997,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    1787.506633551658297,    1656.618320461938310,       0.892828852460186,       0.807171147539814,       0.838866667936486,       0.748961478515302,                 1,                 0,       2.132231019041677,       0.000000000000000,               9,1,0,0,0,       1.014805280536719,       0.948773440966109,       0.894985948393578,       0.805014051606422,       0.840547911536032,       0.747344281394359,                 1,                 0,       2.133352362989720,       0.000000000000000,1,0,       1.015142968887924,       0.947345564095221,       1.000000000000000,       0.000016480431923,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    1919.625729384992383,    1787.506633551658297,       0.890674026136787,       0.809325973863213,       0.838901556703672,       0.751646999346936,                 1,                 0,       2.131166676308492,       0.000000000000000,              10,1,0,0,0,       1.016515686942719,       0.951528633686219,       0.892828852460186,       0.807171147539814,       0.840565352880706,       0.750036131917250,                 1,                 0,       2.132231019041677,       0.000000000000000,1,0,       1.016860236964543,       0.950134796169628,       1.000000000000000,       0.000016309726537,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    2052.989938005788190,    1919.625729384992383,       0.888520795523454,       0.811479204476546,       0.838936423289886,       0.754367988052663,                 1,                 0,       2.130158727694353,       0.000000000000000,              11,1,0,0,0,       1.018202052715786,       0.954301456649640,       0.890674026136787,       0.809325973863213,       0.840583169595683,       0.752762889848122,                 1,                 0,       2.131166676308492,       0.000000000000000,1,0,       1.018553334710129,       0.952941267229437,       1.000000000000000,       0.000016145490875,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    2187.614168825052275,    2052.989938005788190,       0.886368497155740,       0.813631502844260,       0.838971177378685,       0.757126539862105,                 1,                 0,       2.129206647428631,       0.000000000000000,              12,1,0,0,0,       1.019864724282519,       0.957094104690330,       0.888520795523454,       0.811479204476546,       0.840601233482771,       0.755526674169288,                 1,                 0,       2.130158727694353,       0.000000000000000,1,0,       1.020222602913296,       0.955767234448283,       1.000000000000000,       0.000015987451550,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    2323.513926830469245,    2187.614168825052275,       0.884216477916551,       0.815783522083449,       0.839005725518268,       0.759924821326073,                 1,                 0,       2.128309989152294,       0.000000000000000,              13,1,0,0,0,       1.021504008641501,       0.959908822243036,       0.886368497155740,       0.813631502844260,       0.840619413310041,       0.758329675804043,                 1,                 0,       2.129206647428631,       0.000000000000000,1,0,       1.021868342200522,       0.958615005433527,       1.000000000000000,       0.000015835342688,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    2460.705329191004239,    2323.513926830469245,       0.882064095046179,       0.817935904953821,       0.839039970850200,       0.762765076175146,                 1,                 0,       2.127468384159844,       0.000000000000000,              14,1,0,0,0,       1.023120173323163,       0.962747909980652,       0.884216477916551,       0.815783522083449,       0.840637574410901,       0.761174163672063,                 1,                 0,       2.128309989152294,       0.000000000000000,1,0,       1.023490812944049,       0.961486945112908,       1.000000000000000,       0.000015688904941,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    2599.205122219602345,    2460.705329191004239,       0.879910715910304,       0.820089284089696,       0.839073812717564,       0.765649631726188,                 1,                 0,       2.126681539654055,       0.000000000000000,              15,1,0,0,0,       1.024713446363592,       0.965613731954893,       0.882064095046179,       0.817935904953821,       0.840655578413098,       0.764062491051966,                 1,                 0,       2.127468384159844,       0.000000000000000,1,0,       1.025090235235827,       0.964385482937321,       1.000000000000000,       0.000015547887031,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
